"id","left","top","right","bottom","row_index","col_index","Meteo_18"
769,101.193376916,3.495590625,101.282846916,3.405976625,36,12,28.3055196397481
770,101.193376916,3.405976625,101.282846916,3.316362625,37,12,28.2704077482322
771,101.193376916,3.316362625,101.282846916,3.226748625,38,12,28.2181576718847
772,101.193376916,3.226748625,101.282846916,3.137134625,39,12,28.1631457472654
773,101.193376916,3.137134625,101.282846916,3.047520625,40,12,28.1089623222068
774,101.193376916,3.047520625,101.282846916,2.957906625,41,12,28.0568221005732
775,101.193376916,2.957906625,101.282846916,2.868292625,42,12,28.0093387571214
776,101.193376916,2.868292625,101.282846916,2.778678625,43,12,27.970101069359
777,101.193376916,2.778678625,101.282846916,2.689064625,44,12,27.9413094476901
778,101.193376916,2.689064625,101.282846916,2.599450625,45,12,27.9125718636109
779,101.193376916,2.599450625,101.282846916,2.509836625,46,12,27.8830913132934
780,101.193376916,2.509836625,101.282846916,2.420222625,47,12,27.8553656822918
781,101.193376916,2.420222625,101.282846916,2.330608625,48,12,27.8319144271787
782,101.193376916,2.330608625,101.282846916,2.240994625,49,12,27.8136790719251
783,101.193376916,2.240994625,101.282846916,2.151380625,50,12,27.798876368974
784,101.193376916,2.151380625,101.282846916,2.061766625,51,12,27.7873213112023
785,101.193376916,2.061766625,101.282846916,1.972152625,52,12,27.7784400772919
786,101.193376916,1.972152625,101.282846916,1.882538625,53,12,27.7721581243009
787,101.193376916,1.882538625,101.282846916,1.792924625,54,12,27.7690741400505
788,101.193376916,1.792924625,101.282846916,1.703310625,55,12,27.768399318645
789,101.193376916,1.703310625,101.282846916,1.613696625,56,12,27.768399318645
790,101.193376916,1.613696625,101.282846916,1.524082625,57,12,27.768399318645
791,101.193376916,1.524082625,101.282846916,1.434468625,58,12,27.768399318645
792,101.193376916,1.434468625,101.282846916,1.344854625,59,12,27.768399318645
793,101.193376916,1.344854625,101.282846916,1.255240625,60,12,27.768399318645
794,101.282846916,6.721694625,101.372316916,6.632080625,0,13,27.768399318645
795,101.282846916,6.632080625,101.372316916,6.542466625,1,13,27.768399318645
796,101.282846916,6.542466625,101.372316916,6.452852625,2,13,27.7684900425742
797,101.282846916,6.452852625,101.372316916,6.363238625,3,13,27.7694136244158
798,101.282846916,6.363238625,101.372316916,6.273624625,4,13,27.77109752932
799,101.282846916,6.273624625,101.372316916,6.184010625,5,13,27.7738357724314
800,101.282846916,6.184010625,101.372316916,6.094396625,6,13,27.7774890920661
801,101.282846916,6.094396625,101.372316916,6.004782625,7,13,27.7810484120918
802,101.282846916,6.004782625,101.372316916,5.915168625,8,13,27.7859059045379
803,101.282846916,5.915168625,101.372316916,5.825554625,9,13,27.7919281056586
804,101.282846916,5.825554625,101.372316916,5.735940625,10,13,27.7979172623873
805,101.282846916,5.735940625,101.372316916,5.646326625,11,13,27.8023864890284
806,101.282846916,5.646326625,101.372316916,5.556712625,12,13,27.8062795919039
807,101.282846916,5.556712625,101.372316916,5.467098625,13,13,27.8100863089815
808,101.282846916,5.467098625,101.372316916,5.377484625,14,13,27.813678223517
809,101.282846916,5.377484625,101.372316916,5.287870625,15,13,27.8173278794733
810,101.282846916,5.287870625,101.372316916,5.198256625,16,13,27.8207276855742
811,101.282846916,5.198256625,101.372316916,5.108642625,17,13,27.8227173918988
812,101.282846916,5.108642625,101.372316916,5.019028625,18,13,27.8232684206596
813,101.282846916,5.019028625,101.372316916,4.929414625,19,13,27.821955753312
814,101.282846916,4.929414625,101.372316916,4.839800625,20,13,27.8035647914879
815,101.282846916,4.839800625,101.372316916,4.750186625,21,13,27.7503924715997
816,101.282846916,4.750186625,101.372316916,4.660572625,22,13,27.6747352901649
817,101.282846916,4.660572625,101.372316916,4.570958625,23,13,27.5923779426218
818,101.282846916,4.570958625,101.372316916,4.481344625,24,13,27.5266926809906
819,101.282846916,4.481344625,101.372316916,4.391730625,25,13,27.4881868730813
820,101.282846916,4.391730625,101.372316916,4.302116625,26,13,27.4849537656504
821,101.282846916,4.302116625,101.372316916,4.212502625,27,13,27.5236978257745
822,101.282846916,4.212502625,101.372316916,4.122888625,28,13,27.6056585933852
823,101.282846916,4.122888625,101.372316916,4.033274625,29,13,27.726334459225
824,101.282846916,4.033274625,101.372316916,3.943660625,30,13,27.8770601211631
825,101.282846916,3.943660625,101.372316916,3.854046625,31,13,28.0450844162575
826,101.282846916,3.854046625,101.372316916,3.764432625,32,13,28.2075239031222
827,101.282846916,3.764432625,101.372316916,3.674818625,33,13,28.3368942498265
828,101.282846916,3.674818625,101.372316916,3.585204625,34,13,28.4119462713744
829,101.282846916,3.585204625,101.372316916,3.495590625,35,13,28.4264905133308
830,101.282846916,3.495590625,101.372316916,3.405976625,36,13,28.3971847780058
831,101.282846916,3.405976625,101.372316916,3.316362625,37,13,28.3575739064557
832,101.282846916,3.316362625,101.372316916,3.226748625,38,13,28.3005874040904
833,101.282846916,3.226748625,101.372316916,3.137134625,39,13,28.2430176163061
834,101.282846916,3.137134625,101.372316916,3.047520625,40,13,28.1858789451737
835,101.282846916,3.047520625,101.372316916,2.957906625,41,13,28.1280109191493
836,101.282846916,2.957906625,101.372316916,2.868292625,42,13,28.0730517917583
837,101.282846916,2.868292625,101.372316916,2.778678625,43,13,28.0256643276008
838,101.282846916,2.778678625,101.372316916,2.689064625,44,13,27.9890607423126
839,101.282846916,2.689064625,101.372316916,2.599450625,45,13,27.9550423406832
840,101.282846916,2.599450625,101.372316916,2.509836625,46,13,27.9193783336478
841,101.282846916,2.509836625,101.372316916,2.420222625,47,13,27.8851012788119
842,101.282846916,2.420222625,101.372316916,2.330608625,48,13,27.8550371427466
843,101.282846916,2.330608625,101.372316916,2.240994625,49,13,27.8303747902154
844,101.282846916,2.240994625,101.372316916,2.151380625,50,13,27.8114125833385
845,101.282846916,2.151380625,101.372316916,2.061766625,51,13,27.7961969924633
846,101.282846916,2.061766625,101.372316916,1.972152625,52,13,27.7843733761761
847,101.282846916,1.972152625,101.372316916,1.882538625,53,13,27.7758868344687
848,101.282846916,1.882538625,101.372316916,1.792924625,54,13,27.7708373857675
849,101.282846916,1.792924625,101.372316916,1.703310625,55,13,27.768656847029
850,101.282846916,1.703310625,101.372316916,1.613696625,56,13,27.768399318645
851,101.282846916,1.613696625,101.372316916,1.524082625,57,13,27.768399318645
852,101.282846916,1.524082625,101.372316916,1.434468625,58,13,27.768399318645
853,101.282846916,1.434468625,101.372316916,1.344854625,59,13,27.768399318645
854,101.282846916,1.344854625,101.372316916,1.255240625,60,13,27.768399318645
855,101.372316916,6.721694625,101.461786916,6.632080625,0,14,27.768399318645
856,101.372316916,6.632080625,101.461786916,6.542466625,1,14,27.7690066513709
857,101.372316916,6.542466625,101.461786916,6.452852625,2,14,27.7709985702989
858,101.372316916,6.452852625,101.461786916,6.363238625,3,14,27.7743000679673
859,101.372316916,6.363238625,101.461786916,6.273624625,4,14,27.7797191558679
860,101.372316916,6.273624625,101.461786916,6.184010625,5,14,27.7858327494868
861,101.372316916,6.184010625,101.461786916,6.094396625,6,14,27.7913257347179
862,101.372316916,6.094396625,101.461786916,6.004782625,7,14,27.7954201049892
863,101.372316916,6.004782625,101.461786916,5.915168625,8,14,27.7977536294695
864,101.372316916,5.915168625,101.461786916,5.825554625,9,14,27.7989928828496
865,101.372316916,5.825554625,101.461786916,5.735940625,10,14,27.7996303801289
866,101.372316916,5.735940625,101.461786916,5.646326625,11,14,27.7994007437562
867,101.372316916,5.646326625,101.461786916,5.556712625,12,14,27.798727167157
868,101.372316916,5.556712625,101.461786916,5.467098625,13,14,27.7980197537272
869,101.372316916,5.467098625,101.461786916,5.377484625,14,14,27.7972116313852
870,101.372316916,5.377484625,101.461786916,5.287870625,15,14,27.7967146698608
871,101.372316916,5.287870625,101.461786916,5.198256625,16,14,27.7971947404279
872,101.372316916,5.198256625,101.461786916,5.108642625,17,14,27.7989638530418
873,101.372316916,5.108642625,101.461786916,5.019028625,18,14,27.7997281111819
874,101.372316916,5.019028625,101.461786916,4.929414625,19,14,27.7835741468002
875,101.372316916,4.929414625,101.461786916,4.839800625,20,14,27.7181982665885
876,101.372316916,4.839800625,101.461786916,4.750186625,21,14,27.6175159448041
877,101.372316916,4.750186625,101.461786916,4.660572625,22,14,27.493337529029
878,101.372316916,4.660572625,101.461786916,4.570958625,23,14,27.3674649882634
879,101.372316916,4.570958625,101.461786916,4.481344625,24,14,27.2642033040121
880,101.372316916,4.481344625,101.461786916,4.391730625,25,14,27.1965110724889
881,101.372316916,4.391730625,101.461786916,4.302116625,26,14,27.1759767520326
882,101.372316916,4.302116625,101.461786916,4.212502625,27,14,27.2123316456749
883,101.372316916,4.212502625,101.461786916,4.122888625,28,14,27.3088155318744
884,101.372316916,4.122888625,101.461786916,4.033274625,29,14,27.4609148761735
885,101.372316916,4.033274625,101.461786916,3.943660625,30,14,27.6591991191091
886,101.372316916,3.943660625,101.461786916,3.854046625,31,14,27.8885980770162
887,101.372316916,3.854046625,101.461786916,3.764432625,32,14,28.1212835037589
888,101.372316916,3.764432625,101.461786916,3.674818625,33,14,28.3161545629591
889,101.372316916,3.674818625,101.461786916,3.585204625,34,14,28.4330473407179
890,101.372316916,3.585204625,101.461786916,3.495590625,35,14,28.4785918926747
891,101.372316916,3.495590625,101.461786916,3.405976625,36,14,28.4667677220012
892,101.372316916,3.405976625,101.461786916,3.316362625,37,14,28.41726690517
893,101.372316916,3.316362625,101.461786916,3.226748625,38,14,28.3636402757061
894,101.372316916,3.226748625,101.461786916,3.137134625,39,14,28.3101027524354
895,101.372316916,3.137134625,101.461786916,3.047520625,40,14,28.2561951022484
896,101.372316916,3.047520625,101.461786916,2.957906625,41,14,28.193368001338
897,101.372316916,2.957906625,101.461786916,2.868292625,42,14,28.1324674970499
898,101.372316916,2.868292625,101.461786916,2.778678625,43,14,28.0792049514076
899,101.372316916,2.778678625,101.461786916,2.689064625,44,14,28.0347850694894
900,101.372316916,2.689064625,101.461786916,2.599450625,45,14,27.9951281137125
901,101.372316916,2.599450625,101.461786916,2.509836625,46,14,27.9532809053605
902,101.372316916,2.509836625,101.461786916,2.420222625,47,14,27.9127180354572
903,101.372316916,2.420222625,101.461786916,2.330608625,48,14,27.8764743982004
904,101.372316916,2.330608625,101.461786916,2.240994625,49,14,27.8457563882577
905,101.372316916,2.240994625,101.461786916,2.151380625,50,14,27.8220036762284
906,101.372316916,2.151380625,101.461786916,2.061766625,51,14,27.8038719730531
907,101.372316916,2.061766625,101.461786916,1.972152625,52,14,27.7897025391386
908,101.372316916,1.972152625,101.461786916,1.882538625,53,14,27.779368705129
909,101.372316916,1.882538625,101.461786916,1.792924625,54,14,27.7729952898445
910,101.372316916,1.792924625,101.461786916,1.703310625,55,14,27.7695471362371
911,101.372316916,1.703310625,101.461786916,1.613696625,56,14,27.7683999510536
912,101.372316916,1.613696625,101.461786916,1.524082625,57,14,27.768399318645
913,101.372316916,1.524082625,101.461786916,1.434468625,58,14,27.768399318645
914,101.372316916,1.434468625,101.461786916,1.344854625,59,14,27.768399318645
915,101.372316916,1.344854625,101.461786916,1.255240625,60,14,27.768399318645
916,101.461786916,6.721694625,101.551256916,6.632080625,0,15,27.7705678952563
917,101.461786916,6.632080625,101.551256916,6.542466625,1,15,27.7747642945844
918,101.461786916,6.542466625,101.551256916,6.452852625,2,15,27.7811439316621
919,101.461786916,6.452852625,101.551256916,6.363238625,3,15,27.7908043032235
920,101.461786916,6.363238625,101.551256916,6.273624625,4,15,27.8019282719125
921,101.461786916,6.273624625,101.551256916,6.184010625,5,15,27.8127202399
922,101.461786916,6.184010625,101.551256916,6.094396625,6,15,27.821626566015
923,101.461786916,6.094396625,101.551256916,6.004782625,7,15,27.8274484160483
924,101.461786916,6.004782625,101.551256916,5.915168625,8,15,27.8294471906135
925,101.461786916,5.915168625,101.551256916,5.825554625,9,15,27.8274281599009
926,101.461786916,5.825554625,101.551256916,5.735940625,10,15,27.8218540746104
927,101.461786916,5.735940625,101.551256916,5.646326625,11,15,27.8143023977912
928,101.461786916,5.646326625,101.551256916,5.556712625,12,15,27.8059280931351
929,101.461786916,5.556712625,101.551256916,5.467098625,13,15,27.7983846967898
930,101.461786916,5.467098625,101.551256916,5.377484625,14,15,27.7926143978318
931,101.461786916,5.377484625,101.551256916,5.287870625,15,15,27.7875807007698
932,101.461786916,5.287870625,101.551256916,5.198256625,16,15,27.7838702616505
933,101.461786916,5.198256625,101.551256916,5.108642625,17,15,27.7822801360011
934,101.461786916,5.108642625,101.551256916,5.019028625,18,15,27.777872399186
935,101.461786916,5.019028625,101.551256916,4.929414625,19,15,27.722021646174
936,101.461786916,4.929414625,101.551256916,4.839800625,20,15,27.6125033453641
937,101.461786916,4.839800625,101.551256916,4.750186625,21,15,27.4617698204351
938,101.461786916,4.750186625,101.551256916,4.660572625,22,15,27.2860304182799
939,101.461786916,4.660572625,101.551256916,4.570958625,23,15,27.1117500905039
940,101.461786916,4.570958625,101.551256916,4.481344625,24,15,26.9639623825385
941,101.461786916,4.481344625,101.551256916,4.391730625,25,15,26.8593981627202
942,101.461786916,4.391730625,101.551256916,4.302116625,26,15,26.8156197003622
943,101.461786916,4.302116625,101.551256916,4.212502625,27,15,26.8478428828121
944,101.461786916,4.212502625,101.551256916,4.122888625,28,15,26.9604462691224
945,101.461786916,4.122888625,101.551256916,4.033274625,29,15,27.1456217820434
946,101.461786916,4.033274625,101.551256916,3.943660625,30,15,27.3929432104779
947,101.461786916,3.943660625,101.551256916,3.854046625,31,15,27.684070090735
948,101.461786916,3.854046625,101.551256916,3.764432625,32,15,27.9933269510647
949,101.461786916,3.764432625,101.551256916,3.674818625,33,15,28.2715636117176
950,101.461786916,3.674818625,101.551256916,3.585204625,34,15,28.4036666463011
951,101.461786916,3.585204625,101.551256916,3.495590625,35,15,28.4658064312272
952,101.461786916,3.495590625,101.551256916,3.405976625,36,15,28.4846014318179
953,101.461786916,3.405976625,101.551256916,3.316362625,37,15,28.4511031997315
954,101.461786916,3.316362625,101.551256916,3.226748625,38,15,28.4023772956479
955,101.461786916,3.226748625,101.551256916,3.137134625,39,15,28.3551402969116
956,101.461786916,3.137134625,101.551256916,3.047520625,40,15,28.3067313471668
957,101.461786916,3.047520625,101.551256916,2.957906625,41,15,28.2393397355299
958,101.461786916,2.957906625,101.551256916,2.868292625,42,15,28.176812923175
959,101.461786916,2.868292625,101.551256916,2.778678625,43,15,28.1234859272055
960,101.461786916,2.778678625,101.551256916,2.689064625,44,15,28.0736683996989
961,101.461786916,2.689064625,101.551256916,2.599450625,45,15,28.0287823684193
962,101.461786916,2.599450625,101.551256916,2.509836625,46,15,27.981696027336
963,101.461786916,2.509836625,101.551256916,2.420222625,47,15,27.9358314735902
964,101.461786916,2.420222625,101.551256916,2.330608625,48,15,27.8941386310701
965,101.461786916,2.330608625,101.551256916,2.240994625,49,15,27.8579540430674
966,101.461786916,2.240994625,101.551256916,2.151380625,50,15,27.8294115336261
967,101.461786916,2.151380625,101.551256916,2.061766625,51,15,27.8087466045733
968,101.461786916,2.061766625,101.551256916,1.972152625,52,15,27.7927363558384
969,101.461786916,1.972152625,101.551256916,1.882538625,53,15,27.7805846359627
970,101.461786916,1.882538625,101.551256916,1.792924625,54,15,27.7740226919757
971,101.461786916,1.792924625,101.551256916,1.703310625,55,15,27.7702989270967
972,101.461786916,1.703310625,101.551256916,1.613696625,56,15,27.7685409934422
973,101.461786916,1.613696625,101.551256916,1.524082625,57,15,27.768399318645
974,101.461786916,1.524082625,101.551256916,1.434468625,58,15,27.768399318645
975,101.461786916,1.434468625,101.551256916,1.344854625,59,15,27.768399318645
976,101.461786916,1.344854625,101.551256916,1.255240625,60,15,27.768399318645
977,101.551256916,6.721694625,101.640726916,6.632080625,0,16,27.7777391405108
978,101.551256916,6.632080625,101.640726916,6.542466625,1,16,27.7866036444473
979,101.551256916,6.542466625,101.640726916,6.452852625,2,16,27.8001680576907
980,101.551256916,6.452852625,101.640726916,6.363238625,3,16,27.8166800113333
981,101.551256916,6.363238625,101.640726916,6.273624625,4,16,27.8339420652054
982,101.551256916,6.273624625,101.640726916,6.184010625,5,16,27.8498571284372
983,101.551256916,6.184010625,101.640726916,6.094396625,6,16,27.8625666596714
984,101.551256916,6.094396625,101.640726916,6.004782625,7,16,27.8706019895139
985,101.551256916,6.004782625,101.640726916,5.915168625,8,16,27.8730264214573
986,101.551256916,5.915168625,101.640726916,5.825554625,9,16,27.8695555938835
987,101.551256916,5.825554625,101.640726916,5.735940625,10,16,27.8606387649064
988,101.551256916,5.735940625,101.640726916,5.646326625,11,16,27.8474593210322
989,101.551256916,5.646326625,101.640726916,5.556712625,12,16,27.8318170496887
990,101.551256916,5.556712625,101.640726916,5.467098625,13,16,27.8159361602193
991,101.551256916,5.467098625,101.640726916,5.377484625,14,16,27.8023152823021
992,101.551256916,5.377484625,101.640726916,5.287870625,15,16,27.7918542493396
993,101.551256916,5.287870625,101.640726916,5.198256625,16,16,27.7834032921306
994,101.551256916,5.198256625,101.640726916,5.108642625,17,16,27.7776609238879
995,101.551256916,5.108642625,101.640726916,5.019028625,18,16,27.7437668486744
996,101.551256916,5.019028625,101.640726916,4.929414625,19,16,27.646370304086
997,101.551256916,4.929414625,101.640726916,4.839800625,20,16,27.4931181112346
998,101.551256916,4.839800625,101.640726916,4.750186625,21,16,27.2960927802763
999,101.551256916,4.750186625,101.640726916,4.660572625,22,16,27.069689818825
1000,101.551256916,4.660572625,101.640726916,4.570958625,23,16,26.8417704107754
1001,101.551256916,4.570958625,101.640726916,4.481344625,24,16,26.6419532078767
1002,101.551256916,4.481344625,101.640726916,4.391730625,25,16,26.4958448041804
1003,101.551256916,4.391730625,101.640726916,4.302116625,26,16,26.4255957061493
1004,101.551256916,4.302116625,101.640726916,4.212502625,27,16,26.4495694117682
1005,101.551256916,4.212502625,101.640726916,4.122888625,28,16,26.575224646676
1006,101.551256916,4.122888625,101.640726916,4.033274625,29,16,26.7939229314652
1007,101.551256916,4.033274625,101.640726916,3.943660625,30,16,27.0886133894737
1008,101.551256916,3.943660625,101.640726916,3.854046625,31,16,27.4287626364541
1009,101.551256916,3.854046625,101.640726916,3.764432625,32,16,27.7839817355362
1010,101.551256916,3.764432625,101.640726916,3.674818625,33,16,28.1091545822694
1011,101.551256916,3.674818625,101.640726916,3.585204625,34,16,28.2704908446445
1012,101.551256916,3.585204625,101.640726916,3.495590625,35,16,28.364534717223
1013,101.551256916,3.495590625,101.640726916,3.405976625,36,16,28.4190641774036
1014,101.551256916,3.405976625,101.640726916,3.316362625,37,16,28.427312589222
1015,101.551256916,3.316362625,101.640726916,3.226748625,38,16,28.3933501723363
1016,101.551256916,3.226748625,101.640726916,3.137134625,39,16,28.3582864477058
1017,101.551256916,3.137134625,101.640726916,3.047520625,40,16,28.3137559315594
1018,101.551256916,3.047520625,101.640726916,2.957906625,41,16,28.2538078119438
1019,101.551256916,2.957906625,101.640726916,2.868292625,42,16,28.1930926775219
1020,101.551256916,2.868292625,101.640726916,2.778678625,43,16,28.1422485900587
1021,101.551256916,2.778678625,101.640726916,2.689064625,44,16,28.098424750393
1022,101.551256916,2.689064625,101.640726916,2.599450625,45,16,28.051488917407
1023,101.551256916,2.599450625,101.640726916,2.509836625,46,16,28.0022235357915
1024,101.551256916,2.509836625,101.640726916,2.420222625,47,16,27.9526439518583
1025,101.551256916,2.420222625,101.640726916,2.330608625,48,16,27.9061678732494
1026,101.551256916,2.330608625,101.640726916,2.240994625,49,16,27.8652403367254
1027,101.551256916,2.240994625,101.640726916,2.151380625,50,16,27.8328488116119
1028,101.551256916,2.151380625,101.640726916,2.061766625,51,16,27.810071486393
1029,101.551256916,2.061766625,101.640726916,1.972152625,52,16,27.7927717970489
1030,101.551256916,1.972152625,101.640726916,1.882538625,53,16,27.7795631832981
1031,101.551256916,1.882538625,101.640726916,1.792924625,54,16,27.7725227514346
1032,101.551256916,1.792924625,101.640726916,1.703310625,55,16,27.7697835366756
1033,101.551256916,1.703310625,101.640726916,1.613696625,56,16,27.7683687537345
1034,101.551256916,1.613696625,101.640726916,1.524082625,57,16,27.7682885548128
1035,101.551256916,1.524082625,101.640726916,1.434468625,58,16,27.768399318645
1036,101.551256916,1.434468625,101.640726916,1.344854625,59,16,27.768399318645
1037,101.551256916,1.344854625,101.640726916,1.255240625,60,16,27.768399318645
1038,101.640726916,6.721694625,101.730196916,6.632080625,0,17,27.7890108540484
1039,101.640726916,6.632080625,101.730196916,6.542466625,1,17,27.8050353218587
1040,101.640726916,6.542466625,101.730196916,6.452852625,2,17,27.8261345769577
1041,101.640726916,6.452852625,101.730196916,6.363238625,3,17,27.8498896471346
1042,101.640726916,6.363238625,101.730196916,6.273624625,4,17,27.8737913955346
1043,101.640726916,6.273624625,101.730196916,6.184010625,5,17,27.8953661778159
1044,101.640726916,6.184010625,101.730196916,6.094396625,6,17,27.912783641445
1045,101.640726916,6.094396625,101.730196916,6.004782625,7,17,27.9243673004898
1046,101.640726916,6.004782625,101.730196916,5.915168625,8,17,27.9283676820731
1047,101.640726916,5.915168625,101.730196916,5.825554625,9,17,27.9239531555904
1048,101.640726916,5.825554625,101.730196916,5.735940625,10,17,27.9113987241403
1049,101.640726916,5.735940625,101.730196916,5.646326625,11,17,27.8921636254094
1050,101.640726916,5.646326625,101.730196916,5.556712625,12,17,27.8687240003753
1051,101.640726916,5.556712625,101.730196916,5.467098625,13,17,27.8441934557369
1052,101.640726916,5.467098625,101.730196916,5.377484625,14,17,27.8219673475121
1053,101.640726916,5.377484625,101.730196916,5.287870625,15,17,27.8046962835167
1054,101.640726916,5.287870625,101.730196916,5.198256625,16,17,27.7908016031098
1055,101.640726916,5.198256625,101.730196916,5.108642625,17,17,27.7755587604275
1056,101.640726916,5.108642625,101.730196916,5.019028625,18,17,27.7037580385609
1057,101.640726916,5.019028625,101.730196916,4.929414625,19,17,27.5668746487778
1058,101.640726916,4.929414625,101.730196916,4.839800625,20,17,27.3736660459592
1059,101.640726916,4.839800625,101.730196916,4.750186625,21,17,27.1329702358739
1060,101.640726916,4.750186625,101.730196916,4.660572625,22,17,26.858501021732
1061,101.640726916,4.660572625,101.730196916,4.570958625,23,17,26.5774362427825
1062,101.640726916,4.570958625,101.730196916,4.481344625,24,17,26.3265117744393
1063,101.640726916,4.481344625,101.730196916,4.391730625,25,17,26.1302754034283
1064,101.640726916,4.391730625,101.730196916,4.302116625,26,17,26.0189702097387
1065,101.640726916,4.302116625,101.730196916,4.212502625,27,17,26.0238660606029
1066,101.640726916,4.212502625,101.730196916,4.122888625,28,17,26.1615660430532
1067,101.640726916,4.122888625,101.730196916,4.033274625,29,17,26.4171731530813
1068,101.640726916,4.033274625,101.730196916,3.943660625,30,17,26.7504824539807
1069,101.640726916,3.943660625,101.730196916,3.854046625,31,17,27.1217538854569
1070,101.640726916,3.854046625,101.730196916,3.764432625,32,17,27.4904693606689
1071,101.640726916,3.764432625,101.730196916,3.674818625,33,17,27.8088662466393
1072,101.640726916,3.674818625,101.730196916,3.585204625,34,17,28.0369132166701
1073,101.640726916,3.585204625,101.730196916,3.495590625,35,17,28.1897459683707
1074,101.640726916,3.495590625,101.730196916,3.405976625,36,17,28.2887523840317
1075,101.640726916,3.405976625,101.730196916,3.316362625,37,17,28.3369997145602
1076,101.640726916,3.316362625,101.730196916,3.226748625,38,17,28.3322717151828
1077,101.640726916,3.226748625,101.730196916,3.137134625,39,17,28.3179785452753
1078,101.640726916,3.137134625,101.730196916,3.047520625,40,17,28.2835161690009
1079,101.640726916,3.047520625,101.730196916,2.957906625,41,17,28.2285164765574
1080,101.640726916,2.957906625,101.730196916,2.868292625,42,17,28.1792029121973
1081,101.640726916,2.868292625,101.730196916,2.778678625,43,17,28.1367701906114
1082,101.640726916,2.778678625,101.730196916,2.689064625,44,17,28.0993269926999
1083,101.640726916,2.689064625,101.730196916,2.599450625,45,17,28.0607698673654
1084,101.640726916,2.599450625,101.730196916,2.509836625,46,17,28.0129580896233
1085,101.640726916,2.509836625,101.730196916,2.420222625,47,17,27.9599698752139
1086,101.640726916,2.420222625,101.730196916,2.330608625,48,17,27.9084559901358
1087,101.640726916,2.330608625,101.730196916,2.240994625,49,17,27.8636166168652
1088,101.640726916,2.240994625,101.730196916,2.151380625,50,17,27.828925417443
1089,101.640726916,2.151380625,101.730196916,2.061766625,51,17,27.8056137615117
1090,101.640726916,2.061766625,101.730196916,1.972152625,52,17,27.7885560870789
1091,101.640726916,1.972152625,101.730196916,1.882538625,53,17,27.7758043448475
1092,101.640726916,1.882538625,101.730196916,1.792924625,54,17,27.7688612126617
1093,101.640726916,1.792924625,101.730196916,1.703310625,55,17,27.7673071059868
1094,101.640726916,1.703310625,101.730196916,1.613696625,56,17,27.7672727792526
1095,101.640726916,1.613696625,101.730196916,1.524082625,57,17,27.7677314410501
1096,101.640726916,1.524082625,101.730196916,1.434468625,58,17,27.7683350212427
1097,101.640726916,1.434468625,101.730196916,1.344854625,59,17,27.768399318645
1098,101.640726916,1.344854625,101.730196916,1.255240625,60,17,27.768399318645
1099,101.730196916,6.721694625,101.819666916,6.632080625,0,18,27.8043950366091
1100,101.730196916,6.632080625,101.819666916,6.542466625,1,18,27.827977026432
1101,101.730196916,6.542466625,101.819666916,6.452852625,2,18,27.8567877998629
1102,101.730196916,6.452852625,101.819666916,6.363238625,3,18,27.8881838606871
1103,101.730196916,6.363238625,101.819666916,6.273624625,4,18,27.9198409039316
1104,101.730196916,6.273624625,101.819666916,6.184010625,5,18,27.9498352371327
1105,101.730196916,6.184010625,101.819666916,6.094396625,6,18,27.9746695814179
1106,101.730196916,6.094396625,101.819666916,6.004782625,7,18,27.9913218457377
1107,101.730196916,6.004782625,101.819666916,5.915168625,8,18,27.9975848603037
1108,101.730196916,5.915168625,101.819666916,5.825554625,9,18,27.9922740371391
1109,101.730196916,5.825554625,101.819666916,5.735940625,10,18,27.9755729127956
1110,101.730196916,5.735940625,101.819666916,5.646326625,11,18,27.9493307095641
1111,101.730196916,5.646326625,101.819666916,5.556712625,12,18,27.9168238681252
1112,101.730196916,5.556712625,101.819666916,5.467098625,13,18,27.8820281375644
1113,101.730196916,5.467098625,101.819666916,5.377484625,14,18,27.8489615959544
1114,101.730196916,5.377484625,101.819666916,5.287870625,15,18,27.8213976685986
1115,101.730196916,5.287870625,101.819666916,5.198256625,16,18,27.8019129715702
1116,101.730196916,5.198256625,101.819666916,5.108642625,17,18,27.7703419701332
1117,101.730196916,5.108642625,101.819666916,5.019028625,18,18,27.6672554724719
1118,101.730196916,5.019028625,101.819666916,4.929414625,19,18,27.496612943952
1119,101.730196916,4.929414625,101.819666916,4.839800625,20,18,27.2685497964971
1120,101.730196916,4.839800625,101.819666916,4.750186625,21,18,26.9895115447691
1121,101.730196916,4.750186625,101.819666916,4.660572625,22,18,26.6721360516539
1122,101.730196916,4.660572625,101.819666916,4.570958625,23,18,26.3448869106503
1123,101.730196916,4.570958625,101.819666916,4.481344625,24,18,26.0383465101675
1124,101.730196916,4.481344625,101.819666916,4.391730625,25,18,25.7778309427173
1125,101.730196916,4.391730625,101.819666916,4.302116625,26,18,25.6046634223522
1126,101.730196916,4.302116625,101.819666916,4.212502625,27,18,25.5759748763382
1127,101.730196916,4.212502625,101.819666916,4.122888625,28,18,25.7273421260747
1128,101.730196916,4.122888625,101.819666916,4.033274625,29,18,26.0223582064701
1129,101.730196916,4.033274625,101.819666916,3.943660625,30,18,26.3988724174394
1130,101.730196916,3.943660625,101.819666916,3.854046625,31,18,26.8007901876008
1131,101.730196916,3.854046625,101.819666916,3.764432625,32,18,27.1844191965381
1132,101.730196916,3.764432625,101.819666916,3.674818625,33,18,27.5161718531669
1133,101.730196916,3.674818625,101.819666916,3.585204625,34,18,27.779480896659
